customer_id;full_name;registration_date;city;first_touch_channel
206322;Чернов Вадим Юрьевна;2023-04-11;Челябинск;Direct
206323;Тарасенко Гузель Павлович;2024-03-04;Челябинск;Direct
206324;Власов Валерия Алексеевна;2023-03-15;Сургут;Direct
206325;Соболев Наталья Сергеевич;2024-05-07;Челябинск;Direct
206326;Андреев Артём Юрьевна;2023-09-07;Челябинск;Email
206327;Комаров Софья Евгеньевна;2024-06-04;Златоуст;Organic
206328;Чернов Эдуард Николаевич;2023-12-06;Миасс;VK Ads
206329;Сеитов Тимур Романович;2024-08-21;Челябинск;Yandex Ads
206330;Титов Максим Игоревна;2024-01-29;Златоуст;Direct
206331;Зайцев Марат Михайловна;2023-06-27;Магнитогорск;Yandex Ads
206332;Баранов Наталья Андреевич;2024-08-06;Уфа;Organic
206333;Логинов Диана Андреевна;2023-06-29;Тюмень;VK Ads
206334;Волков Глеб Романович;2023-05-29;Челябинск;Direct
206335;Коваленко Юлия Николаевна;2023-08-25;Самара;Referral
206336;Назаров Игорь Игоревна;2023-07-10;Уфа;Organic
206337;Кудрявцев Александр Антонович;2023-05-07;Челябинск;Organic
206338;Васильев Фёдор Олеговна;2023-03-30;Екатеринбург;Direct
206339;Галимов Никита Владимировна;2024-05-24;Москва;Telegram
206340;Котов Валерий Сергеевич;2023-09-16;Миасс;Organic
206341;Комаров Лейла Александрович;2023-12-18;Челябинск;Yandex Ads
206342;Пак Наталья Иванович;2023-07-29;Москва;Organic
206343;Новиков Юлия Игоревна;2023-03-06;Златоуст;VK Ads
206344;Ли Владимир Николаевич;2024-08-08;Копейск;Telegram
206345;Кузьмин Дарья Игоревич;2024-07-03;Копейск;Organic
206346;Алиев Вероника Романовна;2024-04-24;Новосибирск;VK Ads
206347;Фролов Андрей Ивановна;2023-01-25;Челябинск;Organic
206348;Попов Эдуард Алексеевна;2023-05-12;Москва;Telegram
206349;Кузнецов Ольга Андреевна;2024-07-05;Челябинск;VK Ads
206350;Королёв Глеб Олеговна;2024-08-03;Миасс;Telegram
206351;Козлов Сергей Андреевич;2023-02-06;Копейск;Direct
206352;Бондаренко Наталья Романович;2023-01-28;Челябинск;Telegram
206353;Петров Кристина Юрьевич;2023-02-12;Миасс;Organic
206354;Белов Алёна Михайлович;2023-02-14;Челябинск;Organic
206355;Лазарев Гузель Сергеевич;2024-03-01;Челябинск;VK Ads
206356;Рябов Евгения Игоревич;2024-07-03;Челябинск;Organic
206357;Назаров Элина Антонович;2024-06-22;Копейск;Direct
206358;Афанасьев Кирилл Евгеньевич;2023-09-09;Ижевск;Yandex Ads
206359;Козлов Ксения Романович;2023-04-16;Магнитогорск;Organic
206360;Аветисян Михаил Сергеевич;2023-12-27;Копейск;Organic
206361;Юн Николай Александрович;2024-05-20;Санкт-Петербург;Organic
206362;Михайлов Михаил Олегович;2024-05-30;Оренбург;Organic
206363;Богданов Алексей Александровна;2024-07-29;Курган;Organic
206364;Тарасенко Борис Алексеевна;2024-05-25;Челябинск;Organic
206365;Захаров Ксения Викторович;2024-06-24;Уфа;Direct
206366;Комаров Надежда Николаевич;2023-06-23;Челябинск;Organic
206367;Алиев Антон Павловна;2023-07-30;Челябинск;Yandex Ads
206368;Сафонов Полина Иванович;2023-05-05;Копейск;Yandex Ads
206369;Егоров Руслан Юрьевна;2023-04-29;Златоуст;Yandex Ads
206370;Титов Иван Павловна;2024-01-05;Златоуст;Referral
206371;Гарипов Яна Алексеевна;2024-01-29;Казань;Organic
206372;Афанасьев Наталья Игоревич;2023-04-05;Тюмень;Organic
206373;Воробьёв Игорь Алексеевна;2023-11-23;Челябинск;Direct
206374;Егоров Руслан Ивановна;2024-04-05;Миасс;VK Ads
206375;Смирнов Ксения Андреевич;2023-06-02;Оренбург;Yandex Ads
206376;Тен Максим Юрьевна;2023-07-18;Челябинск;Organic
206377;Ткаченко Динара Олегович;2023-05-25;Курган;Organic
206378;Бекетов Самвел Юрьевич;2023-05-20;Сургут;Direct
206379;Гусев Игорь Алексеевна;2023-08-04;Екатеринбург;Direct
206380;Гусев Андрей Александрович;2024-08-14;Челябинск;Direct
206381;Юсупов Зарина Владимирович;2023-08-26;Челябинск;Direct
206382;Бойко Динара Олеговна;2024-01-04;Копейск;Organic
206383;Кудрявцев Ксения Евгеньевич;2024-02-09;Челябинск;Direct
206384;Исмаилов Валерия Евгеньевна;2024-05-15;Курган;Referral
206385;Шин Станислав Викторовна;2024-07-30;Челябинск;Yandex Ads
206386;Цветков Кирилл Дмитриевна;2023-08-14;Оренбург;Direct
206387;Жуков Оксана Евгеньевна;2023-07-25;Магнитогорск;Telegram
206388;Хабибуллин Карен Ивановна;2024-06-03;Магнитогорск;Referral
206389;Бондаренко Антон Викторовна;2023-03-15;Челябинск;Yandex Ads
206390;Захаров Глеб Сергеевич;2024-08-11;Миасс;VK Ads
206391;Семёнов Полина Дмитриевич;2024-08-25;Копейск;Organic
206392;Виноградов Эмиль Александрович;2024-03-12;Курган;Direct
206393;Мартиросян Николай Игоревич;2024-08-06;Челябинск;Direct
206394;Сергеев Зарина Александрович;2023-09-17;Челябинск;Yandex Ads
206395;Щербаков Диана Евгеньевна;2024-06-28;Златоуст;Telegram
206396;Егоров Айгуль Дмитриевна;2024-01-28;Магнитогорск;Direct
206397;Филатов Эдуард Николаевна;2023-10-23;Копейск;VK Ads
206398;Цветков Кристина Романович;2023-08-09;Копейск;Telegram
206399;Герасимов Владимир Михайлович;2023-09-21;Копейск;Direct
206400;Фёдоров Юрий Дмитриевна;2023-12-11;Москва;Organic
206401;Коваленко Надежда Игоревич;2023-08-13;Челябинск;VK Ads
206402;Тулеев Зарина Павлович;2023-06-14;Пермь;VK Ads
206403;Морозов Лейла Николаевна;2024-05-05;Казань;Referral
206404;Мирзоян Надежда Юрьевна;2023-11-12;Челябинск;Yandex Ads
206405;Максимов Мария Евгеньевна;2024-01-13;Магнитогорск;Direct
206406;Захаров Марат Игоревна;2024-07-22;Пермь;VK Ads
206407;Лебедев Полина Романовна;2023-09-17;Златоуст;Direct
206408;Саркисян Егор Дмитриевна;2023-02-18;Златоуст;Direct
206409;Голубев Зарина Олегович;2024-06-22;Уфа;Telegram
206410;Иванов Вадим Павловна;2024-05-27;Челябинск;Yandex Ads
206411;Сулейманов Наталья Евгеньевич;2024-06-23;Копейск;Direct
206412;Белов Валерия Викторович;2023-12-07;Казань;Organic
206413;Попов Никита Олегович;2024-08-21;Челябинск;Yandex Ads
206414;Степанов Диана Викторович;2024-06-06;Миасс;Yandex Ads
206415;Ковалёв Даниил Иванович;2023-06-10;Москва;Direct
206416;Фролов Валерий Евгеньевич;2024-08-11;Санкт-Петербург;Organic
206417;Тарасов Полина Романовна;2023-12-21;Тюмень;Organic
206418;Ершов Александр Евгеньевна;2023-05-10;Уфа;Yandex Ads
206419;Сафонов Наталья Ивановна;2024-01-20;Оренбург;Yandex Ads
206420;Омаров Элина Владимирович;2023-01-04;Миасс;Organic
206421;Нуржанов Екатерина Юрьевич;2024-01-12;Златоуст;VK Ads
206422;Шевченко Полина Евгеньевна;2024-01-18;Магнитогорск;Direct
206423;Петросян Лейла Романович;2024-04-16;Казань;Yandex Ads
206424;Акопян Тигран Игоревна;2023-06-09;Челябинск;Direct
206425;Коваленко Юрий Павловна;2023-07-07;Магнитогорск;Direct
206426;Ильин Вера Евгеньевна;2023-06-28;Нижневартовск;Yandex Ads
206427;Григорьев Амина Николаевич;2024-04-13;Челябинск;Telegram
206428;Богданов Никита Иванович;2023-12-30;Казань;Yandex Ads
206429;Каримов Сергей Андреевна;2023-05-13;Челябинск;VK Ads
206430;Кузнецов Наталья Владимировна;2023-09-19;Челябинск;VK Ads
206431;Куликов Марат Андреевич;2023-06-19;Ижевск;Email
206432;Юсупов Руслан Сергеевич;2024-07-02;Миасс;Organic
206433;Мартиросян Виктория Алексеевич;2024-07-13;Пермь;Email
206434;Лазарев Ирина Игоревна;2023-02-17;Челябинск;Telegram
206435;Ли Эдуард Евгеньевич;2023-08-02;Тюмень;Organic
206436;Акопян Валерий Александровна;2024-03-14;Челябинск;Yandex Ads
206437;Щербаков Аделина Алексеевич;2024-07-17;Тюмень;Direct
206438;Михайлов Михаил Олеговна;2024-06-08;Копейск;Yandex Ads
206439;Смирнов Лейла Юрьевна;2023-02-05;Пермь;Direct
206440;Морозов Вероника Романовна;2023-11-29;Миасс;Organic
206441;Григорьев Мария Романовна;2024-02-29;Челябинск;Organic
206442;Хабибуллин Алина Ивановна;2023-09-08;Копейск;Email
206443;Ковалёв Станислав Игоревна;2024-06-15;Челябинск;Yandex Ads
206444;Нуржанов Карен Николаевич;2023-01-28;Копейск;Organic
206445;Гасанов Тигран Александрович;2024-07-26;Тюмень;Organic
206446;Ковалёв Эдуард Андреевич;2023-09-10;Новосибирск;VK Ads
206447;Гарипов Даниил Игоревна;2023-11-21;Магнитогорск;Direct
206448;Ибрагимов Виктор Романовна;2023-10-04;Курган;Yandex Ads
206449;Фролов Михаил Викторович;2023-07-29;Магнитогорск;Direct
206450;Тарасов Антон Юрьевич;2023-04-18;Челябинск;Organic
206451;Лебедев Елена Юрьевна;2023-09-15;Челябинск;Telegram
206452;Михайлов Георгий Владимирович;2024-06-01;Казань;Organic
206453;Садыков Илья Михайловна;2024-05-08;Челябинск;Telegram
206454;Валеев Эдуард Игоревна;2024-06-05;Миасс;Direct
206455;Степанов Маргарита Алексеевич;2024-03-18;Тюмень;VK Ads
206456;Кузьмин Анастасия Олеговна;2023-04-06;Челябинск;VK Ads
206457;Григорян Милана Николаевич;2023-09-17;Челябинск;Telegram
206458;Соколов Фёдор Александровна;2023-05-22;Челябинск;Yandex Ads
206459;Быков Руслан Евгеньевна;2024-03-12;Миасс;Email
206460;Бойко Ксения Алексеевна;2024-08-04;Челябинск;Yandex Ads
206461;Цветков Софья Алексеевна;2024-01-23;Челябинск;Telegram
206462;Цветков Владимир Ивановна;2024-05-08;Миасс;VK Ads
206463;Жумабаев Тимур Андреевич;2024-07-21;Екатеринбург;Yandex Ads
206464;Ершов Амина Викторовна;2023-12-13;Курган;Telegram
206465;Поляков Екатерина Романович;2023-02-20;Магнитогорск;Direct
206466;Щербаков Карен Александрович;2023-08-18;Челябинск;Referral
206467;Сеитов Самвел Владимирович;2023-05-03;Челябинск;Yandex Ads
206468;Тулеев Анастасия Николаевич;2024-06-19;Челябинск;Organic
206469;Андреев Алексей Андреевна;2024-01-23;Ижевск;Yandex Ads
206470;Фролов Алексей Андреевич;2023-06-30;Самара;Email
206471;Оганесян Самвел Владимировна;2023-10-11;Копейск;Direct
206472;Тарасов Виктор Игоревна;2023-12-14;Челябинск;Yandex Ads
206473;Максимов Наталья Сергеевна;2023-07-08;Новосибирск;Organic
206474;Михайлов Динара Олеговна;2024-08-03;Москва;VK Ads
206475;Максимов Екатерина Викторовна;2023-10-22;Ижевск;VK Ads
206476;Новиков Татьяна Андреевич;2023-05-16;Екатеринбург;Organic
206477;Ильин Сергей Дмитриевич;2023-07-08;Челябинск;Yandex Ads
206478;Арутюнян Ярослав Романовна;2023-08-09;Челябинск;Referral
206479;Савченко Николай Игоревна;2023-10-02;Курган;Organic
206480;Соболев Милана Алексеевна;2023-07-28;Уфа;Direct
206481;Власов Эмиль Александровна;2024-05-20;Копейск;Telegram
206482;Гончаренко Лейла Алексеевич;2023-06-05;Нижневартовск;Direct
206483;Макаров Роман Владимирович;2023-11-27;Новосибирск;VK Ads
206484;Быков Сергей Андреевна;2023-12-10;Челябинск;Organic
206485;Мартиросян Эмиль Викторович;2023-09-12;Миасс;Direct
206486;Богданов Евгений Евгеньевна;2024-03-13;Магнитогорск;Organic
206487;Григорян Кирилл Павлович;2023-08-26;Челябинск;Referral
206488;Ахметов Софья Сергеевич;2024-06-23;Челябинск;Organic
206489;Ершов Дмитрий Юрьевна;2023-03-19;Челябинск;Organic
206490;Семёнов Даниил Николаевич;2023-09-19;Курган;Direct
206491;Семёнов Кирилл Александровна;2023-07-30;Оренбург;Telegram
206492;Бекетов Иван Романовна;2024-06-24;Тюмень;Yandex Ads
206493;Кудрявцев Владимир Романович;2023-12-04;Магнитогорск;Referral
206494;Соколов Станислав Андреевич;2023-06-04;Казань;Organic
206495;Сулейманов Эдуард Евгеньевич;2023-04-20;Челябинск;Yandex Ads
206496;Аветисян Диана Юрьевич;2024-08-11;Курган;VK Ads
206497;Мухаметшин Лилия Викторович;2023-11-07;Тюмень;Organic
206498;Исмаилов Андрей Михайловна;2024-07-27;Курган;Yandex Ads
206499;Кузнецов Карина Евгеньевна;2023-01-24;Санкт-Петербург;Direct
206500;Белов Вадим Дмитриевич;2024-07-12;Санкт-Петербург;VK Ads
206501;Голубев Мария Юрьевна;2024-05-16;Москва;Organic
206502;Сафонов Владимир Викторович;2024-02-16;Челябинск;Yandex Ads
206503;Ибрагимов Павел Романович;2023-05-04;Курган;Yandex Ads
206504;Мельник Валерия Иванович;2024-07-18;Тюмень;VK Ads
206505;Ибрагимов Анастасия Ивановна;2024-04-06;Уфа;VK Ads
206506;Сорокин Лилия Евгеньевна;2024-03-21;Златоуст;Yandex Ads
206507;Денисов Борис Павловна;2023-03-17;Екатеринбург;Organic
206508;Богданов Алёна Николаевич;2023-04-28;Екатеринбург;Organic
206509;Юн Константин Алексеевич;2023-03-07;Челябинск;Direct
206510;Миронов Роман Дмитриевна;2023-04-21;Челябинск;Organic
206511;Ахметов Карина Игоревич;2023-12-28;Сургут;Direct
206512;Сергеев Ольга Александрович;2024-07-01;Челябинск;Organic
206513;Нуриев Кристина Юрьевна;2023-02-20;Оренбург;Organic
206514;Юн Павел Олегович;2023-01-12;Тюмень;Direct
206515;Лебедев Анастасия Ивановна;2023-05-17;Екатеринбург;Organic
206516;Шин Аделина Алексеевич;2023-08-06;Казань;Organic
206517;Фомин Яна Сергеевна;2023-10-21;Челябинск;Organic
206518;Киселёв Фёдор Николаевич;2024-01-03;Магнитогорск;Organic
206519;Сулейманов Надежда Андреевич;2023-02-02;Уфа;Referral
206520;Воробьёв Сергей Сергеевна;2024-04-10;Челябинск;Direct
206521;Цветков Элина Дмитриевна;2023-05-01;Челябинск;Yandex Ads
206522;Соловьёв Сергей Владимировна;2023-04-28;Миасс;Direct
206523;Семёнов Владимир Павловна;2023-03-10;Челябинск;Email
206524;Филатов Виктор Игоревич;2024-06-15;Курган;Direct
206525;Нуриев Илья Ивановна;2023-12-06;Челябинск;Direct
206526;Захаров Кирилл Иванович;2024-08-17;Миасс;Direct
206527;Коваленко Валерий Викторович;2024-07-25;Самара;Direct
206528;Тулеев Антон Андреевна;2024-08-26;Самара;Yandex Ads
206529;Ахметжанов Светлана Павлович;2023-05-12;Москва;Yandex Ads
206530;Нуржанов Полина Евгеньевна;2024-06-21;Пермь;Direct
206531;Егоров Татьяна Игоревна;2023-08-12;Магнитогорск;Organic
206532;Сергеев Евгения Алексеевич;2023-12-11;Челябинск;Organic
206533;Лебедев Анастасия Николаевна;2024-07-16;Нижневартовск;Organic
206534;Касымов Ольга Андреевна;2023-12-09;Казань;Telegram
206535;Ершов Виктор Евгеньевна;2024-06-09;Миасс;Direct
206536;Яковлев Арсен Сергеевна;2024-05-19;Москва;Direct
206537;Васильев Кирилл Игоревна;2024-03-18;Челябинск;Yandex Ads
206538;Киселёв Иван Романович;2023-11-11;Тюмень;VK Ads
206539;Голубев Маргарита Владимирович;2024-01-13;Самара;Organic
206540;Петросян Айгуль Михайловна;2023-05-31;Челябинск;Direct
206541;Мартиросян Кирилл Иванович;2023-03-28;Копейск;VK Ads
206542;Комаров Илья Николаевич;2023-03-28;Челябинск;Yandex Ads
206543;Исмаилов Светлана Романовна;2024-02-28;Екатеринбург;Yandex Ads
206544;Сергеев Андрей Николаевна;2023-07-14;Магнитогорск;Organic
206545;Садыков Динара Владимирович;2023-03-18;Челябинск;Email
206546;Саркисян Даниил Юрьевич;2023-05-16;Екатеринбург;Yandex Ads
206547;Зайцев Элина Владимировна;2023-07-29;Миасс;Organic
206548;Сорокин Дмитрий Сергеевич;2024-02-22;Казань;Yandex Ads
206549;Гончаренко Фёдор Викторовна;2023-04-22;Тюмень;Yandex Ads
206550;Фролов Кирилл Евгеньевич;2024-02-04;Москва;Yandex Ads
206551;Голубев Полина Викторовна;2024-03-13;Москва;Direct
206552;Иванов Валерия Александровна;2024-03-07;Казань;VK Ads
206553;Назаров Айгуль Павлович;2023-06-07;Уфа;Direct
206554;Мельник Арсен Михайловна;2023-09-12;Челябинск;Organic
206555;Соболев Диана Романовна;2024-04-17;Магнитогорск;Organic
206556;Жуков Марат Андреевна;2023-01-23;Челябинск;Yandex Ads
206557;Егоров Николай Евгеньевич;2024-02-26;Магнитогорск;Email
206558;Куликов Вероника Романовна;2024-08-03;Челябинск;Yandex Ads
206559;Каримов Станислав Олеговна;2023-02-14;Уфа;Organic
206560;Иванов Станислав Евгеньевна;2024-02-10;Челябинск;Direct
206561;Арутюнян Артём Юрьевич;2023-09-14;Челябинск;VK Ads
206562;Кузьмин Георгий Евгеньевна;2024-08-23;Уфа;VK Ads
206563;Сулейманов Евгения Павловна;2023-03-10;Екатеринбург;Yandex Ads
206564;Макаров Егор Владимировна;2024-02-03;Челябинск;Email
206565;Романов Аделина Александровна;2023-09-04;Москва;Direct
206566;Павлов Евгения Игоревич;2024-02-08;Челябинск;Yandex Ads
206567;Сафонов Софья Михайловна;2023-09-21;Челябинск;Direct
206568;Хасанов Виктория Александровна;2024-08-30;Челябинск;Yandex Ads
206569;Власов Артём Владимирович;2023-09-28;Челябинск;Telegram
206570;Киселёв Андрей Евгеньевич;2023-08-10;Челябинск;Telegram
206571;Ахметжанов Маргарита Игоревна;2023-04-09;Магнитогорск;Direct
206572;Бондаренко Борис Николаевич;2023-06-17;Челябинск;Direct
206573;Никитин Алёна Дмитриевна;2023-06-29;Копейск;Organic
206574;Гарипов Карен Алексеевна;2023-05-18;Копейск;Yandex Ads
206575;Воробьёв Карина Викторович;2023-08-29;Челябинск;VK Ads
206576;Ершов Софья Олегович;2024-05-06;Челябинск;VK Ads
206577;Баранов Глеб Романович;2023-08-05;Магнитогорск;VK Ads
206578;Лазарев Георгий Игоревич;2023-05-20;Челябинск;Referral
206579;Соколов Наталья Юрьевич;2023-09-03;Копейск;Organic
206580;Мельник Дмитрий Евгеньевич;2023-03-04;Магнитогорск;Organic
206581;Хабибуллин Динара Николаевич;2024-05-29;Копейск;Organic
206582;Матвеев Владимир Романовна;2024-03-15;Новосибирск;VK Ads
206583;Борисов Софья Олеговна;2023-06-03;Челябинск;Telegram
206584;Гасанов Ксения Александровна;2024-07-29;Магнитогорск;Organic
206585;Ильин Арсен Юрьевна;2024-08-09;Уфа;Organic
206586;Медведев Елена Дмитриевна;2023-10-12;Магнитогорск;VK Ads
206587;Ахметов Георгий Евгеньевна;2024-03-23;Челябинск;Telegram
206588;Никитин Борис Владимирович;2023-10-23;Сургут;Referral
206589;Фролов Максим Павлович;2023-11-18;Москва;Direct
206590;Рахимов Эдуард Андреевич;2023-11-22;Москва;Direct
206591;Пономарёв Алёна Романович;2024-04-14;Челябинск;Organic
206592;Поляков Даниил Николаевна;2023-08-09;Челябинск;Direct
206593;Лебедев Аделина Николаевна;2023-06-29;Челябинск;Direct
206594;Тулеев Владимир Алексеевна;2023-11-08;Магнитогорск;Yandex Ads
206595;Ибрагимов Виктор Юрьевна;2024-06-26;Челябинск;Telegram
206596;Ким Валерий Павловна;2023-08-08;Москва;Direct
206597;Иванов Милана Олегович;2023-02-08;Челябинск;Organic
206598;Ильин Диана Алексеевна;2024-07-20;Челябинск;Email
206599;Гасанов Полина Павловна;2024-05-05;Магнитогорск;Direct
206600;Киселёв Николай Юрьевна;2024-06-26;Челябинск;Direct
206601;Омаров Евгений Евгеньевна;2024-01-03;Челябинск;Telegram
206602;Филатов Татьяна Викторович;2023-07-21;Уфа;Yandex Ads
206603;Никитин Ирина Андреевич;2023-12-06;Копейск;Direct
206604;Назаров Мария Дмитриевич;2024-05-01;Челябинск;Organic
206605;Голубев Арсен Игоревна;2024-08-11;Челябинск;Organic
206606;Комаров Константин Романович;2023-12-10;Тюмень;Direct
206607;Ковалёв Глеб Антонович;2024-01-23;Магнитогорск;VK Ads
206608;Ким Ксения Андреевич;2023-12-22;Екатеринбург;Organic
206609;Савченко Арсен Андреевич;2023-01-19;Челябинск;Yandex Ads
206610;Яковлев Маргарита Евгеньевна;2023-05-30;Тюмень;Direct
206611;Ким Милана Романовна;2024-07-25;Копейск;Telegram
206612;Мирзоян Милана Антонович;2024-04-15;Тюмень;Email
206613;Тулеев Лейла Евгеньевич;2023-09-05;Челябинск;Direct
206614;Поляков Борис Александрович;2023-11-02;Челябинск;Email
206615;Матвеев Максим Сергеевич;2024-02-16;Екатеринбург;Organic
206616;Нуржанов Иван Олеговна;2024-05-25;Челябинск;Organic
206617;Романов Маргарита Юрьевна;2023-12-02;Курган;Direct
206618;Петров Гузель Евгеньевна;2023-01-11;Челябинск;Email
206619;Козлов Алексей Николаевич;2024-05-15;Челябинск;Direct
206620;Богданов Дмитрий Романовна;2023-01-24;Копейск;Referral
206621;Капустин Максим Павловна;2024-01-29;Уфа;Yandex Ads
206622;Воробьёв Вадим Романович;2023-08-16;Челябинск;Referral
206623;Маслов Марат Владимирович;2024-04-21;Екатеринбург;Direct
206624;Гасанов Анастасия Сергеевна;2024-08-26;Москва;Telegram
206625;Шин Юлия Павлович;2024-06-10;Казань;Yandex Ads
206626;Ахметов Алёна Викторовна;2023-10-08;Курган;Email
206627;Королёв Павел Евгеньевич;2024-08-11;Челябинск;Direct
206628;Кузнецов Екатерина Игоревич;2023-01-06;Златоуст;Direct
206629;Волков Милана Иванович;2023-12-17;Челябинск;Direct
206630;Виноградов Марат Владимировна;2023-01-24;Челябинск;Telegram
206631;Борисов Анна Александрович;2024-08-12;Самара;Yandex Ads
206632;Васильев Анна Романович;2023-06-14;Златоуст;Email
206633;Логинов Павел Викторовна;2023-01-04;Оренбург;Organic
206634;Касымов Борис Павловна;2023-07-03;Курган;Referral
206635;Сафин Марина Дмитриевна;2023-04-10;Уфа;Yandex Ads
206636;Петросян Юлия Юрьевна;2023-08-08;Казань;Organic
206637;Соколов Константин Иванович;2023-01-24;Челябинск;VK Ads
206638;Абрамян Николай Павлович;2023-01-20;Миасс;Direct
206639;Андреев Зарина Евгеньевна;2023-02-15;Челябинск;Organic
206640;Кондратьев Иван Викторовна;2023-01-30;Челябинск;Organic
206641;Васильев Илья Алексеевна;2024-04-27;Челябинск;VK Ads
206642;Козлов Анна Сергеевич;2023-12-26;Казань;Direct
206643;Никитин Мария Николаевич;2024-01-18;Копейск;Direct
206644;Алиев Амина Алексеевич;2023-09-05;Челябинск;Organic
206645;Фролов Лейла Владимирович;2024-05-20;Екатеринбург;Organic
206646;Акопян Самвел Евгеньевич;2023-03-06;Ижевск;Telegram
206647;Ершов Ксения Николаевич;2023-03-01;Оренбург;Organic
206648;Григорьев Олег Александровна;2024-02-20;Челябинск;Organic
206649;Ахметжанов Евгения Олегович;2024-04-30;Уфа;VK Ads
206650;Белов Виктория Иванович;2024-06-09;Челябинск;Direct
206651;Виноградов Виктор Дмитриевна;2023-04-12;Челябинск;Email
206652;Нуриев Евгений Павловна;2023-06-14;Копейск;Direct
206653;Миронов Егор Игоревна;2023-05-11;Уфа;Telegram
206654;Наумов Валерий Романовна;2023-02-08;Тюмень;Telegram
206655;Комаров Валерия Евгеньевич;2024-08-12;Тюмень;Telegram
206656;Гарипов Элина Романович;2024-06-23;Курган;Yandex Ads
206657;Титов Полина Владимирович;2023-07-19;Ижевск;Direct
206658;Богданов Олег Алексеевна;2023-04-04;Оренбург;Telegram
206659;Логинов Карен Павлович;2024-04-29;Сургут;Organic
206660;Мартиросян Артём Сергеевна;2023-04-08;Самара;Organic
206661;Сеитов Надежда Олеговна;2023-07-18;Челябинск;Direct
206662;Королёв Марина Романовна;2023-10-04;Челябинск;Organic
206663;Воробьёв Виктор Викторович;2023-01-19;Новосибирск;Yandex Ads
206664;Тарасенко Николай Игоревна;2024-06-17;Челябинск;Telegram
206665;Егоров Игорь Павлович;2023-08-20;Челябинск;Organic
206666;Романов Руслан Дмитриевна;2023-06-05;Копейск;VK Ads
206667;Новиков Анастасия Михайловна;2024-08-26;Челябинск;Direct
206668;Богданов Милана Романович;2023-11-09;Екатеринбург;Yandex Ads
206669;Сорокин Татьяна Евгеньевич;2024-08-01;Новосибирск;Direct
206670;Пономарёв Эдуард Романовна;2023-01-25;Челябинск;Email
206671;Саркисян Сергей Михайлович;2023-12-05;Копейск;Organic
206672;Голубев Денис Иванович;2023-07-18;Курган;Yandex Ads
206673;Мамедов Дмитрий Николаевич;2023-02-26;Копейск;Direct
206674;Никитин Павел Ивановна;2023-02-01;Тюмень;Email
206675;Фролов Полина Павловна;2023-11-05;Оренбург;Organic
206676;Хабибуллин Артур Викторович;2024-06-23;Екатеринбург;Organic
206677;Ильин Аделина Викторович;2023-11-26;Оренбург;Telegram
206678;Лебедев Дарья Михайлович;2023-06-21;Тюмень;Yandex Ads
206679;Ткаченко Амина Николаевна;2023-10-25;Пермь;Organic
206680;Ибрагимов Ксения Иванович;2023-10-27;Копейск;VK Ads
206681;Ибрагимов Гузель Ивановна;2023-10-22;Миасс;Organic
206682;Новиков Надежда Сергеевич;2024-04-17;Екатеринбург;VK Ads
206683;Хасанов Айгуль Игоревна;2023-04-02;Златоуст;Direct
206684;Егоров Юрий Сергеевич;2023-11-12;Копейск;Telegram
206685;Титов Станислав Юрьевич;2023-09-10;Санкт-Петербург;Telegram
206686;Пак Лилия Дмитриевна;2024-04-13;Магнитогорск;Yandex Ads
206687;Гончаренко Алёна Викторовна;2023-09-30;Челябинск;Organic
206688;Власов Яна Сергеевич;2023-05-16;Челябинск;Organic
206689;Аветисян Карина Дмитриевна;2024-03-19;Нижневартовск;Organic
206690;Воробьёв Сергей Сергеевна;2024-05-29;Челябинск;Telegram
206691;Петросян Аделина Дмитриевна;2024-08-20;Курган;Yandex Ads
206692;Котов Диана Викторовна;2023-02-01;Москва;Organic
206693;Саркисян Лилия Юрьевна;2023-11-12;Магнитогорск;Organic
206694;Наумов Алексей Александрович;2023-05-18;Тюмень;Organic
206695;Галимов Ярослав Александрович;2024-05-23;Челябинск;Referral
206696;Макаров Тигран Дмитриевна;2023-09-24;Копейск;Yandex Ads
206697;Орлов Татьяна Юрьевна;2023-05-28;Копейск;Direct
206698;Ким Виктория Юрьевна;2024-08-06;Челябинск;Organic
206699;Петросян Арсен Александрович;2023-11-19;Челябинск;Organic
206700;Жумабаев Наталья Алексеевич;2024-04-23;Челябинск;Direct
206701;Галимов Михаил Михайловна;2023-04-23;Челябинск;Direct
206702;Беляев Милана Дмитриевич;2023-10-26;Екатеринбург;Referral
206703;Волков Арсен Юрьевна;2024-01-02;Уфа;Direct
206704;Кадыров Надежда Юрьевна;2024-04-22;Магнитогорск;Referral
206705;Касымов Роман Олегович;2024-06-23;Уфа;Direct
206706;Власов Елена Алексеевна;2024-05-22;Копейск;Organic
206707;Фомин Александр Дмитриевич;2023-07-17;Миасс;Yandex Ads
206708;Павлов Лилия Игоревич;2023-07-16;Магнитогорск;Organic
206709;Жуков Марат Алексеевич;2024-04-13;Челябинск;Yandex Ads
206710;Егоров Зарина Антонович;2023-05-30;Челябинск;Yandex Ads
206711;Белов Сергей Павловна;2023-02-15;Челябинск;Organic
206712;Тарасов Фёдор Ивановна;2023-10-20;Ижевск;Organic
206713;Чернов Самвел Викторовна;2024-05-20;Магнитогорск;VK Ads
206714;Голубев Лилия Дмитриевич;2023-06-12;Магнитогорск;Organic
206715;Каримов Марина Игоревна;2024-06-10;Челябинск;Referral
206716;Богданов Марина Игоревич;2023-08-24;Екатеринбург;Yandex Ads
